review_id,review_date,carrier_code,origin_airport_id,dest_airport_id,raw_review_text
254,2025-10-23,AS,12266,12892,"Got a fantastic deal on AS! Smooth booking process, comfortable flight, and great value for money."
255,2024-07-22,WN,11298,12478,Significant departure delay on WN. Spent 77 hours stuck at the gate without clear updates from the airline staff.
256,2024-01-30,DL,14869,15016,Flight DL from 14869 to 15016 on 2024-01-30 was delayed by 82 minutes. Missed my connecting flight! Very disappointing service.
257,2025-04-02,NK,14107,13303,Decent flight with NK. Clean aircraft and punctual landing.
258,2025-02-17,NK,11433,11298,"Got a fantastic deal on NK! Smooth booking process, comfortable flight, and great value for money."
259,2024-05-28,UA,11298,14057,On-time departure and early arrival in 14057 with UA. Smooth flight with no issues whatsoever.
260,2025-03-15,WN,14771,11433,Flight attendants on WN were super friendly and helpful throughout the trip to 11433. Great experience!
261,2024-03-29,UA,11298,10397,Flight UA from 11298 to 10397 on 2024-03-29 was delayed by 158 minutes. Missed my connecting flight! Very disappointing service.
262,2025-05-28,NK,12892,14869,Flight NK from 12892 to 14869 on 2025-05-28 was delayed by 112 minutes. Missed my connecting flight! Very disappointing service.
263,2024-06-19,F9,14869,15016,Careless handling of luggage on flight F9. My suitcase was dented upon arrival.
264,2024-10-09,NK,11298,13204,On-time departure and early arrival in 13204 with NK. Smooth flight with no issues whatsoever.
265,2024-12-23,F9,13204,14107,"Landed in 14107 with F9, but my checked luggage was lost! Took 2 days to recover my bags."
266,2025-10-25,NK,14057,11433,Ticket prices for NK to 11433 are way too high for basic economy with zero free baggage allowances.
267,2025-03-01,B6,14869,10397,Decent flight with B6. Clean aircraft and punctual landing.
268,2025-06-08,AA,14107,11433,Significant departure delay on AA. Spent 59 hours stuck at the gate without clear updates from the airline staff.
269,2024-08-13,DL,13204,13930,"Got a fantastic deal on DL! Smooth booking process, comfortable flight, and great value for money."
270,2025-04-15,WN,13204,14869,On-time departure and early arrival in 14869 with WN. Smooth flight with no issues whatsoever.
271,2024-01-28,UA,13930,11433,Careless handling of luggage on flight UA. My suitcase was dented upon arrival.
272,2025-06-02,UA,11193,13303,Significant departure delay on UA. Spent 178 hours stuck at the gate without clear updates from the airline staff.
273,2025-07-07,DL,11298,13204,Decent flight with DL. Clean aircraft and punctual landing.
274,2025-10-16,F9,13930,14869,"Got a fantastic deal on F9! Smooth booking process, comfortable flight, and great value for money."
275,2025-06-23,WN,14869,14107,On-time departure and early arrival in 14107 with WN. Smooth flight with no issues whatsoever.
276,2024-05-01,AA,14771,11298,Flight attendants on AA were super friendly and helpful throughout the trip to 11298. Great experience!
277,2025-08-11,F9,13930,12892,Flight attendants on F9 were super friendly and helpful throughout the trip to 12892. Great experience!
278,2025-09-26,UA,14869,14057,Flight UA from 14869 to 14057 on 2025-09-26 was delayed by 167 minutes. Missed my connecting flight! Very disappointing service.
279,2024-10-19,F9,11298,13204,Flight F9 from 11298 to 13204 on 2024-10-19 was delayed by 123 minutes. Missed my connecting flight! Very disappointing service.
280,2024-08-19,DL,14107,11433,Significant departure delay on DL. Spent 41 hours stuck at the gate without clear updates from the airline staff.
281,2024-03-05,NK,13204,10397,Poor inflight service on NK. The staff ignored cabin requests and cabin comfort was substandard.
282,2024-10-25,WN,14869,12266,"Got a fantastic deal on WN! Smooth booking process, comfortable flight, and great value for money."
283,2024-03-29,AS,12266,14771,Careless handling of luggage on flight AS. My suitcase was dented upon arrival.
284,2025-06-14,WN,11193,14107,Poor inflight service on WN. The staff ignored cabin requests and cabin comfort was substandard.
285,2025-04-27,B6,14057,13930,Flight attendants on B6 were super friendly and helpful throughout the trip to 13930. Great experience!
286,2024-10-14,WN,14771,13930,Ticket prices for WN to 13930 are way too high for basic economy with zero free baggage allowances.
287,2025-05-05,AS,13303,13930,Flight AS from 13303 to 13930 on 2025-05-05 was delayed by 97 minutes. Missed my connecting flight! Very disappointing service.
288,2025-07-17,DL,14869,10397,Significant departure delay on DL. Spent 68 hours stuck at the gate without clear updates from the airline staff.
289,2024-11-30,B6,12266,11298,Flight B6 from 12266 to 11298 on 2024-11-30 was delayed by 122 minutes. Missed my connecting flight! Very disappointing service.
290,2025-01-19,B6,13303,10397,Significant departure delay on B6. Spent 97 hours stuck at the gate without clear updates from the airline staff.
291,2025-03-12,DL,14107,10397,On-time departure and early arrival in 10397 with DL. Smooth flight with no issues whatsoever.
292,2025-10-31,AS,13930,14107,Ticket prices for AS to 14107 are way too high for basic economy with zero free baggage allowances.
293,2024-07-28,F9,11433,15016,Poor inflight service on F9. The staff ignored cabin requests and cabin comfort was substandard.
294,2024-01-16,B6,11433,14107,Ticket prices for B6 to 14107 are way too high for basic economy with zero free baggage allowances.
295,2024-10-16,UA,13204,11298,"Landed in 11298 with UA, but my checked luggage was lost! Took 2 days to recover my bags."
296,2024-05-31,WN,14771,15016,Careless handling of luggage on flight WN. My suitcase was dented upon arrival.
297,2025-02-02,DL,12892,13930,Significant departure delay on DL. Spent 153 hours stuck at the gate without clear updates from the airline staff.
298,2025-05-01,NK,14771,11433,"Landed in 11433 with NK, but my checked luggage was lost! Took 2 days to recover my bags."
299,2025-08-16,DL,11193,13930,Ticket prices for DL to 13930 are way too high for basic economy with zero free baggage allowances.
300,2024-07-14,F9,13204,14107,Decent flight with F9. Clean aircraft and punctual landing.
301,2025-09-26,UA,14869,11193,On-time departure and early arrival in 11193 with UA. Smooth flight with no issues whatsoever.
302,2024-06-08,WN,13930,12478,"Got a fantastic deal on WN! Smooth booking process, comfortable flight, and great value for money."
303,2024-01-02,DL,12892,11433,Careless handling of luggage on flight DL. My suitcase was dented upon arrival.
304,2025-04-24,UA,13204,10397,"Landed in 10397 with UA, but my checked luggage was lost! Took 2 days to recover my bags."
305,2024-05-07,AS,11433,12266,Ticket prices for AS to 12266 are way too high for basic economy with zero free baggage allowances.
306,2024-04-29,AS,12266,15016,Flight AS from 12266 to 15016 on 2024-04-29 was delayed by 119 minutes. Missed my connecting flight! Very disappointing service.
307,2024-02-15,WN,10397,13204,Significant departure delay on WN. Spent 82 hours stuck at the gate without clear updates from the airline staff.
308,2024-12-02,F9,13303,15016,Careless handling of luggage on flight F9. My suitcase was dented upon arrival.
309,2024-09-09,AS,12478,13303,Flight AS from 12478 to 13303 on 2024-09-09 was delayed by 149 minutes. Missed my connecting flight! Very disappointing service.
310,2025-01-27,F9,13303,12892,Decent flight with F9. Clean aircraft and punctual landing.
311,2024-11-08,B6,13930,10397,"Landed in 10397 with B6, but my checked luggage was lost! Took 2 days to recover my bags."
312,2025-05-14,AS,14771,14869,Flight AS from 14771 to 14869 on 2025-05-14 was delayed by 129 minutes. Missed my connecting flight! Very disappointing service.
313,2025-02-04,AS,12478,14869,"Landed in 14869 with AS, but my checked luggage was lost! Took 2 days to recover my bags."
314,2025-08-31,F9,11433,13204,Significant departure delay on F9. Spent 105 hours stuck at the gate without clear updates from the airline staff.
315,2025-06-09,UA,12478,14107,Careless handling of luggage on flight UA. My suitcase was dented upon arrival.
316,2025-03-22,WN,13930,14869,Flight attendants on WN were super friendly and helpful throughout the trip to 14869. Great experience!
317,2025-11-02,AS,10397,11193,Ticket prices for AS to 11193 are way too high for basic economy with zero free baggage allowances.
318,2024-05-28,UA,14107,12266,"Landed in 12266 with UA, but my checked luggage was lost! Took 2 days to recover my bags."
319,2025-11-09,F9,14057,12892,On-time departure and early arrival in 12892 with F9. Smooth flight with no issues whatsoever.
320,2025-11-29,NK,14771,14057,"Landed in 14057 with NK, but my checked luggage was lost! Took 2 days to recover my bags."
321,2025-01-20,WN,11193,13204,Poor inflight service on WN. The staff ignored cabin requests and cabin comfort was substandard.
322,2025-08-08,WN,13930,11298,On-time departure and early arrival in 11298 with WN. Smooth flight with no issues whatsoever.
323,2025-04-19,DL,13204,12266,Careless handling of luggage on flight DL. My suitcase was dented upon arrival.
324,2024-01-21,B6,12266,15016,Careless handling of luggage on flight B6. My suitcase was dented upon arrival.
325,2024-07-09,UA,12892,14057,On-time departure and early arrival in 14057 with UA. Smooth flight with no issues whatsoever.
326,2024-01-01,AS,10397,14771,Careless handling of luggage on flight AS. My suitcase was dented upon arrival.
327,2025-03-24,WN,14771,11193,Careless handling of luggage on flight WN. My suitcase was dented upon arrival.
328,2024-02-14,DL,11193,11433,On-time departure and early arrival in 11433 with DL. Smooth flight with no issues whatsoever.
329,2024-10-22,B6,13204,14771,Ticket prices for B6 to 14771 are way too high for basic economy with zero free baggage allowances.
330,2024-12-28,AS,10397,13930,"Got a fantastic deal on AS! Smooth booking process, comfortable flight, and great value for money."
331,2024-07-10,F9,12892,13204,Careless handling of luggage on flight F9. My suitcase was dented upon arrival.
332,2024-06-20,UA,10397,11193,On-time departure and early arrival in 11193 with UA. Smooth flight with no issues whatsoever.
333,2024-09-11,UA,12478,14771,Poor inflight service on UA. The staff ignored cabin requests and cabin comfort was substandard.
334,2025-04-23,B6,11433,14869,"Landed in 14869 with B6, but my checked luggage was lost! Took 2 days to recover my bags."
335,2024-03-08,UA,13303,13204,Ticket prices for UA to 13204 are way too high for basic economy with zero free baggage allowances.
336,2024-04-21,F9,13204,11298,Ticket prices for F9 to 11298 are way too high for basic economy with zero free baggage allowances.
337,2024-09-12,AS,10397,12266,Flight AS from 10397 to 12266 on 2024-09-12 was delayed by 50 minutes. Missed my connecting flight! Very disappointing service.
338,2024-10-16,AS,11193,13204,"Landed in 13204 with AS, but my checked luggage was lost! Took 2 days to recover my bags."
339,2024-08-08,UA,10397,13303,Significant departure delay on UA. Spent 68 hours stuck at the gate without clear updates from the airline staff.
340,2025-03-04,AS,11298,12266,"Landed in 12266 with AS, but my checked luggage was lost! Took 2 days to recover my bags."
341,2024-01-01,AS,11433,13303,Ticket prices for AS to 13303 are way too high for basic economy with zero free baggage allowances.
342,2024-04-19,F9,10397,11193,"Got a fantastic deal on F9! Smooth booking process, comfortable flight, and great value for money."
343,2024-09-20,UA,11193,10397,Careless handling of luggage on flight UA. My suitcase was dented upon arrival.
344,2025-08-27,AA,14869,12266,Careless handling of luggage on flight AA. My suitcase was dented upon arrival.
345,2025-11-11,AA,11433,14869,Ticket prices for AA to 14869 are way too high for basic economy with zero free baggage allowances.
346,2024-07-30,DL,11298,13930,On-time departure and early arrival in 13930 with DL. Smooth flight with no issues whatsoever.
347,2024-04-24,DL,14057,14107,Decent flight with DL. Clean aircraft and punctual landing.
348,2024-08-20,AS,11298,12478,Flight attendants on AS were super friendly and helpful throughout the trip to 12478. Great experience!
349,2024-11-11,NK,13204,11433,Significant departure delay on NK. Spent 99 hours stuck at the gate without clear updates from the airline staff.
350,2024-08-09,NK,13204,14771,Careless handling of luggage on flight NK. My suitcase was dented upon arrival.
351,2025-02-20,B6,12478,14869,"Got a fantastic deal on B6! Smooth booking process, comfortable flight, and great value for money."
352,2025-09-05,B6,10397,13930,Decent flight with B6. Clean aircraft and punctual landing.
353,2025-11-01,F9,10397,13204,Flight F9 from 10397 to 13204 on 2025-11-01 was delayed by 121 minutes. Missed my connecting flight! Very disappointing service.
354,2024-12-08,DL,11298,13204,"Got a fantastic deal on DL! Smooth booking process, comfortable flight, and great value for money."
355,2025-07-06,NK,11193,14771,Decent flight with NK. Clean aircraft and punctual landing.
356,2024-03-11,AS,13930,13303,Decent flight with AS. Clean aircraft and punctual landing.
357,2024-09-01,AS,14107,11298,Poor inflight service on AS. The staff ignored cabin requests and cabin comfort was substandard.
358,2025-06-30,AS,11298,12266,"Landed in 12266 with AS, but my checked luggage was lost! Took 2 days to recover my bags."
359,2024-12-03,F9,14869,12266,Flight F9 from 14869 to 12266 on 2024-12-03 was delayed by 105 minutes. Missed my connecting flight! Very disappointing service.
360,2024-01-11,DL,14771,15016,"Got a fantastic deal on DL! Smooth booking process, comfortable flight, and great value for money."
361,2024-03-27,NK,12892,15016,Flight NK from 12892 to 15016 on 2024-03-27 was delayed by 59 minutes. Missed my connecting flight! Very disappointing service.
362,2024-09-18,WN,12478,14771,"Got a fantastic deal on WN! Smooth booking process, comfortable flight, and great value for money."
363,2025-01-23,WN,14771,12892,Significant departure delay on WN. Spent 109 hours stuck at the gate without clear updates from the airline staff.
364,2025-07-11,F9,14869,11298,Significant departure delay on F9. Spent 177 hours stuck at the gate without clear updates from the airline staff.
365,2024-07-27,NK,13204,13930,Flight attendants on NK were super friendly and helpful throughout the trip to 13930. Great experience!
366,2024-11-12,WN,14107,13204,Flight attendants on WN were super friendly and helpful throughout the trip to 13204. Great experience!
367,2024-05-20,F9,13930,14869,Careless handling of luggage on flight F9. My suitcase was dented upon arrival.
368,2025-07-16,F9,11193,15016,Poor inflight service on F9. The staff ignored cabin requests and cabin comfort was substandard.
369,2024-04-11,B6,11298,12892,Flight B6 from 11298 to 12892 on 2024-04-11 was delayed by 83 minutes. Missed my connecting flight! Very disappointing service.
370,2025-02-26,WN,10397,14771,Decent flight with WN. Clean aircraft and punctual landing.
371,2024-06-22,B6,11193,14057,Poor inflight service on B6. The staff ignored cabin requests and cabin comfort was substandard.
372,2025-08-07,DL,12892,11433,Flight attendants on DL were super friendly and helpful throughout the trip to 11433. Great experience!
373,2024-03-04,AS,12892,13930,Significant departure delay on AS. Spent 119 hours stuck at the gate without clear updates from the airline staff.
374,2024-02-26,AS,11298,10397,Flight attendants on AS were super friendly and helpful throughout the trip to 10397. Great experience!
375,2025-11-06,WN,14057,11298,Ticket prices for WN to 11298 are way too high for basic economy with zero free baggage allowances.
376,2024-01-01,AA,11193,13930,Poor inflight service on AA. The staff ignored cabin requests and cabin comfort was substandard.
377,2024-02-14,UA,12266,13303,"Landed in 13303 with UA, but my checked luggage was lost! Took 2 days to recover my bags."
378,2024-06-19,DL,14771,13303,"Got a fantastic deal on DL! Smooth booking process, comfortable flight, and great value for money."
379,2024-12-27,AS,11193,11298,Careless handling of luggage on flight AS. My suitcase was dented upon arrival.
380,2025-07-20,NK,13303,10397,"Got a fantastic deal on NK! Smooth booking process, comfortable flight, and great value for money."
381,2025-10-04,UA,14771,12478,Poor inflight service on UA. The staff ignored cabin requests and cabin comfort was substandard.
382,2024-10-08,B6,11298,11433,On-time departure and early arrival in 11433 with B6. Smooth flight with no issues whatsoever.
383,2025-08-07,NK,11298,12892,Flight NK from 11298 to 12892 on 2025-08-07 was delayed by 131 minutes. Missed my connecting flight! Very disappointing service.
384,2025-04-24,AS,14869,13930,On-time departure and early arrival in 13930 with AS. Smooth flight with no issues whatsoever.
385,2024-10-15,UA,11298,14107,Flight attendants on UA were super friendly and helpful throughout the trip to 14107. Great experience!
386,2025-08-18,UA,14107,12266,Significant departure delay on UA. Spent 152 hours stuck at the gate without clear updates from the airline staff.
387,2024-03-17,B6,12266,13930,Decent flight with B6. Clean aircraft and punctual landing.
388,2025-08-31,WN,14057,15016,Ticket prices for WN to 15016 are way too high for basic economy with zero free baggage allowances.
389,2025-10-30,UA,15016,11193,Significant departure delay on UA. Spent 52 hours stuck at the gate without clear updates from the airline staff.
390,2025-03-26,B6,14869,11433,Decent flight with B6. Clean aircraft and punctual landing.
391,2024-06-04,F9,14057,13204,Ticket prices for F9 to 13204 are way too high for basic economy with zero free baggage allowances.
392,2024-03-14,WN,11193,14107,"Got a fantastic deal on WN! Smooth booking process, comfortable flight, and great value for money."
393,2024-01-12,WN,13303,11433,Poor inflight service on WN. The staff ignored cabin requests and cabin comfort was substandard.
394,2024-06-05,WN,10397,12266,Careless handling of luggage on flight WN. My suitcase was dented upon arrival.
395,2025-10-17,UA,12892,10397,Flight attendants on UA were super friendly and helpful throughout the trip to 10397. Great experience!
396,2025-07-07,F9,12892,14057,Significant departure delay on F9. Spent 117 hours stuck at the gate without clear updates from the airline staff.
397,2024-04-10,AS,15016,13930,"Landed in 13930 with AS, but my checked luggage was lost! Took 2 days to recover my bags."
398,2024-06-23,DL,14107,14771,On-time departure and early arrival in 14771 with DL. Smooth flight with no issues whatsoever.
399,2025-06-04,DL,13303,14771,On-time departure and early arrival in 14771 with DL. Smooth flight with no issues whatsoever.
400,2025-03-07,B6,11193,12266,Ticket prices for B6 to 12266 are way too high for basic economy with zero free baggage allowances.
401,2025-05-23,AA,15016,14107,Ticket prices for AA to 14107 are way too high for basic economy with zero free baggage allowances.
402,2025-08-24,B6,11433,14771,Ticket prices for B6 to 14771 are way too high for basic economy with zero free baggage allowances.
403,2024-01-04,NK,11193,11433,"Got a fantastic deal on NK! Smooth booking process, comfortable flight, and great value for money."
404,2025-07-22,WN,13303,13930,Ticket prices for WN to 13930 are way too high for basic economy with zero free baggage allowances.
405,2024-08-18,UA,15016,11298,Ticket prices for UA to 11298 are way too high for basic economy with zero free baggage allowances.
406,2025-11-23,AA,14869,13204,"Got a fantastic deal on AA! Smooth booking process, comfortable flight, and great value for money."
407,2024-05-08,WN,10397,13930,Significant departure delay on WN. Spent 48 hours stuck at the gate without clear updates from the airline staff.
408,2024-10-03,F9,13930,14869,Flight F9 from 13930 to 14869 on 2024-10-03 was delayed by 90 minutes. Missed my connecting flight! Very disappointing service.
409,2024-09-27,DL,12478,11433,Flight DL from 12478 to 11433 on 2024-09-27 was delayed by 69 minutes. Missed my connecting flight! Very disappointing service.
410,2025-01-28,AA,14057,15016,Significant departure delay on AA. Spent 108 hours stuck at the gate without clear updates from the airline staff.
411,2025-11-09,NK,12266,14869,Flight NK from 12266 to 14869 on 2025-11-09 was delayed by 67 minutes. Missed my connecting flight! Very disappointing service.
412,2025-04-06,WN,14107,14057,Flight WN from 14107 to 14057 on 2025-04-06 was delayed by 118 minutes. Missed my connecting flight! Very disappointing service.
413,2024-06-09,DL,12266,13303,On-time departure and early arrival in 13303 with DL. Smooth flight with no issues whatsoever.
414,2025-11-22,AS,13204,14107,Flight attendants on AS were super friendly and helpful throughout the trip to 14107. Great experience!
415,2025-01-18,UA,12892,11193,Ticket prices for UA to 11193 are way too high for basic economy with zero free baggage allowances.
416,2024-01-28,NK,14057,13303,"Landed in 13303 with NK, but my checked luggage was lost! Took 2 days to recover my bags."
417,2025-10-02,AA,14771,11433,Ticket prices for AA to 11433 are way too high for basic economy with zero free baggage allowances.
418,2024-03-31,F9,14771,11433,Poor inflight service on F9. The staff ignored cabin requests and cabin comfort was substandard.
419,2025-02-06,WN,13204,12266,Ticket prices for WN to 12266 are way too high for basic economy with zero free baggage allowances.
420,2025-07-30,NK,14869,11433,Flight attendants on NK were super friendly and helpful throughout the trip to 11433. Great experience!
421,2024-01-19,F9,11433,13930,Flight attendants on F9 were super friendly and helpful throughout the trip to 13930. Great experience!
422,2024-06-02,AS,15016,14869,Ticket prices for AS to 14869 are way too high for basic economy with zero free baggage allowances.
423,2025-10-24,B6,14869,13303,Careless handling of luggage on flight B6. My suitcase was dented upon arrival.
424,2025-04-26,WN,14869,11193,"Got a fantastic deal on WN! Smooth booking process, comfortable flight, and great value for money."
425,2025-03-27,UA,13930,13204,Decent flight with UA. Clean aircraft and punctual landing.
426,2024-05-19,F9,10397,14107,Decent flight with F9. Clean aircraft and punctual landing.
427,2025-08-29,UA,10397,14771,Careless handling of luggage on flight UA. My suitcase was dented upon arrival.
428,2024-07-28,AS,11193,14771,Ticket prices for AS to 14771 are way too high for basic economy with zero free baggage allowances.
429,2025-09-06,AS,15016,11193,Careless handling of luggage on flight AS. My suitcase was dented upon arrival.
430,2025-07-27,AS,15016,11433,"Landed in 11433 with AS, but my checked luggage was lost! Took 2 days to recover my bags."
431,2024-07-05,B6,10397,13930,"Got a fantastic deal on B6! Smooth booking process, comfortable flight, and great value for money."
432,2025-08-23,B6,12266,14057,Careless handling of luggage on flight B6. My suitcase was dented upon arrival.
433,2024-12-20,NK,11433,11193,Careless handling of luggage on flight NK. My suitcase was dented upon arrival.
434,2025-05-04,WN,11193,10397,Ticket prices for WN to 10397 are way too high for basic economy with zero free baggage allowances.
435,2024-09-25,NK,11193,13204,Careless handling of luggage on flight NK. My suitcase was dented upon arrival.
436,2024-05-04,UA,11193,12266,Careless handling of luggage on flight UA. My suitcase was dented upon arrival.
437,2024-03-31,F9,14107,12266,"Landed in 12266 with F9, but my checked luggage was lost! Took 2 days to recover my bags."
438,2025-05-02,B6,15016,11193,On-time departure and early arrival in 11193 with B6. Smooth flight with no issues whatsoever.
439,2024-06-18,WN,14057,11193,Decent flight with WN. Clean aircraft and punctual landing.
440,2025-02-09,AS,12478,13303,Flight AS from 12478 to 13303 on 2025-02-09 was delayed by 70 minutes. Missed my connecting flight! Very disappointing service.
441,2024-08-30,B6,14107,13930,Flight attendants on B6 were super friendly and helpful throughout the trip to 13930. Great experience!
442,2025-07-20,DL,14869,12266,Flight DL from 14869 to 12266 on 2025-07-20 was delayed by 111 minutes. Missed my connecting flight! Very disappointing service.
443,2024-01-19,NK,13930,11433,Flight NK from 13930 to 11433 on 2024-01-19 was delayed by 108 minutes. Missed my connecting flight! Very disappointing service.
444,2024-03-19,NK,11298,14869,Poor inflight service on NK. The staff ignored cabin requests and cabin comfort was substandard.
445,2024-02-03,WN,14869,12266,Significant departure delay on WN. Spent 148 hours stuck at the gate without clear updates from the airline staff.
446,2025-08-07,AA,14057,15016,Poor inflight service on AA. The staff ignored cabin requests and cabin comfort was substandard.
447,2025-07-13,DL,13204,14771,Flight attendants on DL were super friendly and helpful throughout the trip to 14771. Great experience!
448,2024-02-04,F9,11298,12892,On-time departure and early arrival in 12892 with F9. Smooth flight with no issues whatsoever.
449,2025-08-25,WN,13204,12892,Flight WN from 13204 to 12892 on 2025-08-25 was delayed by 114 minutes. Missed my connecting flight! Very disappointing service.
450,2024-09-04,AA,11193,15016,"Landed in 15016 with AA, but my checked luggage was lost! Took 2 days to recover my bags."
451,2024-12-18,B6,13204,13930,Significant departure delay on B6. Spent 129 hours stuck at the gate without clear updates from the airline staff.
452,2025-03-21,AA,11298,12478,Flight attendants on AA were super friendly and helpful throughout the trip to 12478. Great experience!
453,2024-04-01,NK,14107,13303,Careless handling of luggage on flight NK. My suitcase was dented upon arrival.
454,2025-02-04,B6,12892,14057,"Landed in 14057 with B6, but my checked luggage was lost! Took 2 days to recover my bags."
455,2024-08-10,AS,15016,13204,Poor inflight service on AS. The staff ignored cabin requests and cabin comfort was substandard.
456,2024-03-13,B6,14771,12478,Significant departure delay on B6. Spent 56 hours stuck at the gate without clear updates from the airline staff.
457,2025-02-18,B6,10397,11433,Decent flight with B6. Clean aircraft and punctual landing.
458,2024-07-11,UA,13204,15016,Decent flight with UA. Clean aircraft and punctual landing.
459,2025-11-21,UA,13204,14869,Poor inflight service on UA. The staff ignored cabin requests and cabin comfort was substandard.
460,2025-05-01,B6,13303,14057,Flight attendants on B6 were super friendly and helpful throughout the trip to 14057. Great experience!
461,2024-11-14,AA,11298,14057,Significant departure delay on AA. Spent 118 hours stuck at the gate without clear updates from the airline staff.
462,2025-11-28,B6,13303,15016,"Got a fantastic deal on B6! Smooth booking process, comfortable flight, and great value for money."
463,2025-10-30,UA,12478,13204,Decent flight with UA. Clean aircraft and punctual landing.
464,2025-11-18,B6,13204,12892,Poor inflight service on B6. The staff ignored cabin requests and cabin comfort was substandard.
465,2024-01-16,F9,11193,13204,On-time departure and early arrival in 13204 with F9. Smooth flight with no issues whatsoever.
466,2025-02-07,UA,14869,14771,Careless handling of luggage on flight UA. My suitcase was dented upon arrival.
467,2025-01-27,NK,15016,14771,Decent flight with NK. Clean aircraft and punctual landing.
468,2025-10-21,AA,14057,13930,On-time departure and early arrival in 13930 with AA. Smooth flight with no issues whatsoever.
469,2024-07-21,NK,12266,15016,"Got a fantastic deal on NK! Smooth booking process, comfortable flight, and great value for money."
470,2024-08-02,F9,13303,13204,Significant departure delay on F9. Spent 129 hours stuck at the gate without clear updates from the airline staff.
471,2024-12-18,AS,10397,12266,Decent flight with AS. Clean aircraft and punctual landing.
472,2024-04-17,UA,14107,11193,Significant departure delay on UA. Spent 90 hours stuck at the gate without clear updates from the airline staff.
473,2025-10-20,F9,13930,14869,"Got a fantastic deal on F9! Smooth booking process, comfortable flight, and great value for money."
474,2024-02-28,DL,13303,11298,Ticket prices for DL to 11298 are way too high for basic economy with zero free baggage allowances.
475,2024-11-28,UA,14057,12892,Decent flight with UA. Clean aircraft and punctual landing.
476,2025-07-12,B6,14869,14057,Significant departure delay on B6. Spent 152 hours stuck at the gate without clear updates from the airline staff.
477,2024-02-08,AA,14869,14107,Flight AA from 14869 to 14107 on 2024-02-08 was delayed by 33 minutes. Missed my connecting flight! Very disappointing service.
478,2025-01-28,UA,13930,12478,"Landed in 12478 with UA, but my checked luggage was lost! Took 2 days to recover my bags."
479,2024-09-30,WN,15016,14771,"Landed in 14771 with WN, but my checked luggage was lost! Took 2 days to recover my bags."
480,2025-04-14,NK,10397,14869,"Got a fantastic deal on NK! Smooth booking process, comfortable flight, and great value for money."
481,2025-11-19,UA,14771,15016,"Got a fantastic deal on UA! Smooth booking process, comfortable flight, and great value for money."
482,2024-03-11,WN,13303,11193,"Landed in 11193 with WN, but my checked luggage was lost! Took 2 days to recover my bags."
483,2024-12-05,AS,14057,10397,Ticket prices for AS to 10397 are way too high for basic economy with zero free baggage allowances.
484,2024-04-07,F9,14057,10397,Decent flight with F9. Clean aircraft and punctual landing.
485,2024-10-30,F9,10397,14107,"Landed in 14107 with F9, but my checked luggage was lost! Took 2 days to recover my bags."
486,2025-02-10,AA,11433,15016,On-time departure and early arrival in 15016 with AA. Smooth flight with no issues whatsoever.
487,2024-06-21,AS,11298,14869,Careless handling of luggage on flight AS. My suitcase was dented upon arrival.
488,2025-02-03,B6,13930,15016,Flight attendants on B6 were super friendly and helpful throughout the trip to 15016. Great experience!
489,2024-02-02,AA,12478,10397,"Landed in 10397 with AA, but my checked luggage was lost! Took 2 days to recover my bags."
490,2025-04-21,AA,14869,14771,"Landed in 14771 with AA, but my checked luggage was lost! Took 2 days to recover my bags."
491,2024-02-13,WN,12892,11193,On-time departure and early arrival in 11193 with WN. Smooth flight with no issues whatsoever.
492,2024-04-07,AS,14057,13303,Significant departure delay on AS. Spent 70 hours stuck at the gate without clear updates from the airline staff.
493,2024-10-20,UA,11193,13204,Flight UA from 11193 to 13204 on 2024-10-20 was delayed by 49 minutes. Missed my connecting flight! Very disappointing service.
494,2025-01-11,WN,12892,14107,Careless handling of luggage on flight WN. My suitcase was dented upon arrival.
495,2024-09-09,DL,15016,14107,Ticket prices for DL to 14107 are way too high for basic economy with zero free baggage allowances.
496,2024-12-03,UA,15016,12266,"Landed in 12266 with UA, but my checked luggage was lost! Took 2 days to recover my bags."
497,2024-06-03,AS,11298,14869,Flight attendants on AS were super friendly and helpful throughout the trip to 14869. Great experience!
498,2025-11-22,WN,15016,12892,Ticket prices for WN to 12892 are way too high for basic economy with zero free baggage allowances.
499,2025-02-23,DL,13204,11298,Flight attendants on DL were super friendly and helpful throughout the trip to 11298. Great experience!
500,2025-05-03,F9,13303,14107,On-time departure and early arrival in 14107 with F9. Smooth flight with no issues whatsoever.
